,paper_id,type,title,authors,doi,isbn,copyright,keywords,pages,id,source,date,abstract,disciplines,publisher
599,321135,,The Mechanics of Blowouts and How to Control Them,T.B. O'Brien(Gulf Oil-Corp.Huoston Texas)|W.C. Goins Jr.(Gulf Research and Development Co Hamarville Pa),,,,,,API-60-041,"Drilling and Production Practice, 1 January, New York, New York",1960,"Much has been written previously about blowouts, their causes, the equipment used, how to put out fires, and other points concerned with the hazards involved; but each writer, after a good start, has said, put the well on choke and raise the mud weight The subject work not only gives a method for determining the choke size and mud weight required, but tells how to handle drilling breaks and what action to take when a blowout threatens during trip.Calculations are made to show initial flow rates caused by kicks of varying intensity. Several interesting conclusions are drawn from the results of these calculations The possibility of reverse circulation for killing blowouts is discussed.A method for killing threatened blowouts is given. This is a step-by-step procedure which, if followed, gives the simplest positive control of the well at all times Minimum pressures are maintained and a minimum time is required to kill the well The method has been field-tested by the authors and others, and has been found practical.INTRODUCTIONMuch has been written on blowouts -their causes, equipment types, and arrangements for handing, how to put out fires, and other points concerned with the hazards involved, but each one has said , after a good start. put the well on a choke and raise the mud weight. No one has said how much to raise the mud weight or what size choke to useIn the field there 1s a considerable lack of understanding about the mechanics of a threatened blowout, and practically no knowledge of how to kill one this is clearly illustrated by the usual statement that nothing happened except that all of a sudden, the well was blowing gas Of course, the word blowout strikes fear in the mind of everyone in an oil company from roughneck to chairman of the board The roughneck fears for his life, the board chairman for his company?s bank account As a result, very few blowouts are approached rationally; and there is a strong tendency among rig. personnel to leave the rig rather than to analyze the situation and correct it. It is believed that this fear steams from the lack of knowledge on the part of those concerned with drilling wellsA study has been made of a number of conditions which lead to blowouts and a method for the conditions of each is proposed, leaving little to guesswork Calculation are made which show the rate of gain of mud (inflow of foreign fluid) resulting from kick of varying Intensity and the significance of each rate is discussed. The work of a number of writers is drawn from, but particularly that of Bell' inasmuch as his is the most comprehensive published to date.GENERALBlowout prevention is not a matter of the number of valves in the preventer system, their arrangement, or the ability of people to operate them. Although these things- along with a number of techniques - are important , they are not the prime essential.",,American Petroleum Institute
600,321136,,Drilling Shallow Salt-water Sources Wells,E.T. Sullivan(Long Beach Oil Development. Co.),,,,,,API-60-056,"Drilling and Production Practice, 1 January, New York, New York",1960,"Water flooding in the Wilmington Field brought with it the Need for large volumes of salt water Shallow wells tapping ocean-fed sand were selected. Initial drilling and completion methods, derived from oil-field practice, did not solve the problem The utilization of water well-drilling methods using a reveries circulating system and completion with gravel-packed concreted casing brought an economical solutionINTRODUCTIONWater flooding has come of age in recent years in California and particularly in the Los Angeles Basin The largest flood at present and destined to become the largest anywhere is in the Wilmington FieldWater flooding was initiated in the Wilmington Field during 1953 by the Long Beach Harbor Department through their contractor the Long Beach Oil Development Company During the launching of this pilot flood the question of water supply was thoroughly examined Of the three general sources available - fresh, ocean,and produced - the fresh water was unusable because of incompatibility and the produced water, although sufficient in quantity for a pilot project, would require extensive treatment and would eventually, if the project were expanded, prove insufficient in quantity. The remaining source, ocean water, was available directly or from shallow sand which were ocean fed. The shallow sand were chosen because water taken directly from the bay was high in oxygen content and would also require filtering.EARLY DEVELOPMENTThe problem of drilling and completing the salt-water source well was, generally speaking, attacked by conventional-oil-well: methods. Over a 6-year period 10 wells were frilled using a rotary-drilling method with clay-base mud as a circulating medium, casing the hole with a machine-slotted steel casing, and using a uniform-size gravel in the annulus for sand control.DrillingA conventional rotary method was used employing clays-base mud as a drilling fluid to drill a 30-m to 40-m. hole to depths ranging from 120 ft. to 216 ft.. Although it was realized that the mud would cause some formation blocking, it was found impossible to prevent caving without some viscous drilling medium, Vigorous swabbing after completion was found to reduce the mud block but still left something to be desired.CasingSteel casing ranging in size from 11 &frac34; -in. to 16 in and perforated with 60-mesh machine cut slots was used for the production strings in the first three wells. After the abandonment of the original well because of sand entry resulting from corrosion and slot enlargement, the12 &frac34; -in or 13 3/8 -in casing strings of five wells subsequently drilled were perforated with 70-mesh slots and entirely coated with phonetic plastic. Although these string performed wells were completed using similarly slotted wrought-iron casing of which one string was run uncoated and one string was coated with asphalt-base paint This was spectacular failure as both wells were idled in less than a year because of sand entry from corrosionGravel PackingOf the first 10 wells, 5 were gravel packed with Tyler 6-8 mesh gravel and the remaining 5 used simple mixtures of a large and small size, eg, 6-8 and 3/8 in",,American Petroleum Institute
601,321137,,Case History- Results of Lease Automatic Custody Transfer,W.J. Fairbanks(Shell Oil Co. Farmington. N M),,,,,,API-60-060,"Drilling and Production Practice, 1 January, New York, New York",1960,"Shell Oil Company's experience in the Four Corners area indicates that lease automatic custody transfer systems (LACT) require less investment than conventional batteries when installed on large producing leases with minimum storage; operating benefits are probably created for the producer, although they cannot often be substantiated, and positive displacement meters are highly accurate in this service Over 9 million barrels of crude oil have been metered from Shell's 9 LACT units with a cumulative measurement error of less than 0 01 percent. The design and operation of the Four Corners system, including maintenance and meter-proving operations, are described, and the economics of the system are evaluated.INTRODUCTIONThe Four Corners area came into being as an important oil producing region In 1955 after discoveries in the Paradox Basin and Aneth Field of Utah and the San Juan Basin of New Mexico Drilling and production were limited , however, because of the lack of a suitable means of transporting crude to major markets In January 1957 Four Corners Pipe Line Company was formed, and soon after construction was begun on a pipeline to California Full-scale shipment through this line began in March 1958. A few months later, a pipe-line to Texas was also completed by Texas-New Mexico Pipe Line CompanyThe time required to obtain a pipeline outlet for Four Corners' crude provided an excellent opportunity for evaluating and planning LACT installations. As drilling was continued during this waiting period, good estimates of peak production and reserves were available prior to connection to a pipeline, making possible a realistic evaluation of LACT vs, manual gaging Also, adequate time was afforded for design, procurement of approvals, and the installation of LACT before full-scale oil-handling facilities were neededAnother important factor contributing to the appropriateness Of LACT to the Four Corners area is the remoteness of producing leases and the lack of improved roads As shown in Fig 1, Shell?s producing leases are located in isolated sections of Utah and New Mexico, mostly on the Navajo Indian Reservation or on Government lands . The land in general is arid badly eroded, and made up of rocky mesas, arroyos, and dry washes Consequently , considerable time is required to travel between leases, making it advantageous to use automation as means of reducing the frequency of tripsLACT DesignA positive-displacement metering-type LACT system was chosen the standard for Shell?s installations in the Four Corners area Equipment was selected to perform the usual necessary functions of a LACT system, which are listed followingAutomatically transfer crude from the producer to the pipeline companyAccurately measure the volume of oil shippedObtain a representative sample of the crude shipped for oil gravity and BS W content determinationsPrevent shipment of oil above a maximum allowed percent BS WStop shipment when malfunctions occur which might create measurement errors, oil losses, or equipment damageFig. 1 - Location of Leases with LACT (Available in full paper)",,American Petroleum Institute
602,321138,,A Program to Reduce Sucker-rod Failure-West Kansas Operations,O.C. Atkinson(Cities Service Petroleum Co (formerly Cities Service Oil Co) Great Bend. Kans),,,,,,API-60-064,"Drilling and Production Practice, 1 January, New York, New York",1960,"This paper is an attempt to show ways and means whereby sucker-rod failure have been and are being reduced in our western Kansas operations. Cities Service operates approximately 1,200 wells in western Kansas with an average water cut of 90 percent.Sucker-rod breaks have been reduced from 1,790 in 1953 to 766 in 1959 and are st111 being reduced through a program that is divided into four points of attack,vizCorrosion inhibition , using the best inhibitor available for each particular well.Proper installation of sucker-rod strings. The emphasis here 1s on clean box-and-pin threads and proper makeup of the joint.Proper operating conditions , as determined by continuous dynamometer studies of wellsSelection of the best materials available as determined by extensive mixed-string sucker-rod testsThis paper does not attempt to show the results of any one phase of the program but rather to present it as an overall approach to the reduction of sucker-rod failuresINTRODUCTIONWest Kansas is noted for its corrosive waters and high water percentages. Cities Service operates approximately 1,200 wells In West Kansas . having an average water cut of 90 percent Many wells are producing 98 to 99 percent water. The principal water-producing formations are Arbuckle, Gorham, Reagan, and Viola, all of which are more than slightly corrosive.In the early life of oil production in West Kansas, water production was not much of a problem. As water production increased, pump sized were also increased to maintain oil production and little attention was paid to the added stresses imposed on the sucker-rod string . Also, little was known about corrosion inhibition Consequently, the added stresses and the effects of corrosion soon made themselves known in the form of sucker-rod failures Fig 1 shows how sucker-rod breaks increased as water percentages Increased From 1946 to 1953, water cut Increased from 59 5 percent to 85.8 percent while rod breaks increased from 716 to 1,788 per year. Since 1953, water cuts have further increased to 90 percent a t the present time, but our sucker-rod parts have decreased to 766 In 1959. T h ~ s1s a reduction of 57 percent in 6 years.The number of wells operated can be a Big factor in the number of rod breaks one experiences. Fig. 2 shows the correlation between number of wells and number of rod breaks by years. In 1946 we had 793 wells operating and had'716 breaks By 1953 the number of wells had Increased to 1,175 and the rod parts numbered 1,788. Since 1953 the number of wells operated has remained fairly constant at this figure while the rod parts have decreased.Fig 3 shows the rod-break frequency in breaks per well per year. In 1946 the frequency was 0.904; this increased to 1520 In 1953 and has now decreased to a frequency of 0 658 In 1959.This reduction in sucker-rod breaks has been broughtabout by the following four-point program.",,American Petroleum Institute
603,321139,,Drilling-mud Programs in the Texas Gulf Coast Area,K.D. Tanner(Baroid Division National Lead Co Housto Texas)|George R. Gray(Baroid Division National Lead Co Housto Texas),,,,,,API-60-068,"Drilling and Production Practice, 1 January, New York, New York",1960,"Current mud practices in drilling in the Texas Gulf Coast area are surveyed Lime-Treated mud have been replaced by gypsum-treated muds as the type favored for deep wells Surfactants are being use widely and for various applications in addition to those for which the products were first proposed. Representative mud programs for wells of various depths are summarized with emphasis on economies that can be effected by careful attention to mud propertiesINTRODUCTIONThis review of drilling-mud practices in the Texas Gulf Coast is intended to furnish a general survey of current programs and to point out the principal changes that have occurred in recent years. In earlier reviews1,2attention was directed to mud engineering in relation to such problems as loss of circulation, sloughing shale, high pressures, high temperatures, and soluble salts Progress has been made toward the solution of these problem and also in the attempt to increase rate of penetration trough control of properties of the drilling fluid3,4Because drilling-mud performance is related to weight, flow properties, filtration, and lubrication, these topics will be discussed in term of current practices Example will be given of the utilization of this experience in planning mud programs Recovery of circulation and fluid for completion will considered as special problems. This review is limited to the Texas Gulf Coast because mud practices in coastal Louisiana have been surveyed in recent papers5,6CURRENT MUD PROGRAMSAggregated Mud SystemsFor a number of years prior to 1956mud types were restricted mainly to lime muds and low-ph muds containing emulsified oil. Since 1956 lime muds have been replaced for many application by aggregated mud systems such as shale-control, surfactant, and gysumtreated. Shale-control muds use a controlled filtrate alkalinity and a high calcium-ion concentration in the filtrate to stabilize shale by chemical means7,8Surface tant mud utilize heat-stable non-ronic surface-active agents, along with soluble electrolytes, to flocculate the clay solids in the mud and inhibit clay swelling9,10,11Gypsum-treated mud filtrates contain a high calciumion Concentration Ferrochrome lignosulfonate is used As a deflocculant.12, 13Lime-treated MudsThe familiar lime mud is still used in about half of the wells that require mud weights as high as 12lb per gal. Normally, mud are converted from low-pH to lime -treated muds in anticipation of higher mud-weight requirements and possible contamination by gypsum, salt water, or cement The mud usually is converted at a depth such that little or no dilution is required or when mud-weight requirements are low (below 11.0 lb per gal) An example of present practice is that of a well in Aransas County. The native shale mud was converted at 5,500ft by adding 2 lb per bbl caustic soda, 2 lb per bbl lignite, 2lb per bbl tannin, 4.5 lb per bbl Lime and 10 percent by volume diesel oil Properties of the mud after conversion were: weight 9,7 lb per gal.: funnel viscosity, 37 sec; gels,0-0g; filtrate, 9.6 ml; filtrate alkalinity, 5 ml; and available lime, 4.0 lb per bbl",,American Petroleum Institute
604,321140,,Water-shutoff Techniques in Air or Gas Drilling,Charles K. Sufall(Technical Drilling Service Inc.),,,,,,API-60-074,"Drilling and Production Practice, 1 January, New York, New York",1960,"Water-shutoff techniques have reached a point where they are generally accepted for field usage if economic gain can be realized The success, both economical and that of shutting off permeable zones, is a tribute to the planning of a job and the fine work done by the research and service organizations . Several types of shutoff material are now readily available through the service companies as are the tools and techniques needed to complete a water-shutoff job.INTRODUCTIONAir and gas drilling is economically 11mlted In use to areas where formation waters do not present too great a problem. Aerated mud and the use of surfactants to mist drill have helped where competent formations are penetrated1However, almost all economic failures In air or gas drilling are caused by formation waters.A fast, inexpensive method of shutting off water has been a major objective for many research organizationsThis report is Intended as a review of the materials and mechanics now in use for the purpose of shutting off formation waters.HISTORYThe first time a water-bearing formation was penetrated with air or gas as a drilling fluid, the idea of water shutoff arose. The old standby, cement, was first used in the early attempts to plug the water zone. A few jobs were successful; however, the cost Involved In waiting time made this approach unacceptableGels and emulsions that had been used In selective completion work were tried with no degree of success.Another approach was to form a sheath in an enlarged well bore where low-pressure zones were encountered. This technique used high-velocity air to erode the hole through the water-bearing section. A length of plastic pipe with cup-type packers spaced to cover the interval to be treated would be filled with an epoxy resin and spotted opposite the zone (see Fig. 1) The resin was then displaced Into the enlarged hole and chemically timed to set according to the temperature. Therefore, no appreciable waiting time was required. The resin expanded while setting to as much as five times its original volume. After the resin had set up, the drill pipe was rotated to break a neck on the plastic pipe. A bit was then run to drill a hole through the plastic pipe and resin, thus leaving an impermeable sheath to exclude the water.This technique showed some success, but was limited to low-pressure formations. As research capacity was limited , attention was directed to other shutoff methods.Research at this point was directed toward a material that could be squeezed Into the formation a t relatively low pressures. This material would need a very low viscosity until it was squeezed into place. Thus placed Into the formation it would set up either on contact with the water or through the chemical timer.Fig. 1 - Resin Displaced into the Eroded Well Bore with a Calculated Hydrostatic Head of Water and Allowed to Set (Available in full paper)",,American Petroleum Institute
605,321141,,Application of Hydrocarbon Recovery Units,R.C. Visser(Shell Oil Co.New Orieans La)|H.W. Deyarmett(Shell Oil Co.New Orieans La),,,,,,API-60-078,"Drilling and Production Practice, 1 January, New York, New York",1960,"Hydrocarbon adsorption recovery units have found a ready acceptance for field dehydration and processing of high-pressure gas streams Developed only recently, these'-units provide a method of recovering hydrocarbons from a large number of gas streams that previously were considered too small or too lean to process economically The units are fully automatic in operation and are well-suited for lease-type operations in that they require only periodic checks by the operator. Satisfactory experience obtained indicates attractive economics, particularly at locations where dehydration is also requiredINTRODUCTIONSince the first short-cycle solid-desiccant hydrocarbon recovery unit appeared on the market a few years ago, there has been a growing acceptance of this type of equipment as a part of the gas-handling facilities for gas-condensate well production A great potential exists for these units inasmuch as they not only dehydrate the gas stream but also recover hydrocarbons without the need for either a large pressure drop or a separate operating staffThis paper briefly describes history of development, processes and types of equipment available, and experience obtained by Shell a t a number of fields In Louisiana with units of various types ranging In capacity from 5 to 24 MMcf per day Installed cost for these units ranged from about $30,000 to $140,000DevelopmentIt may be interesting to trace the development of the hydrocarbon recovery units Gas-purchase contracts, particularly those for gas which goes into interstate transmission lines, usually require the water-vapor content of the gas not to exceed 6 or 7 lb per MMcf. These rather stringent requirements led to the development about 12 years ago of a skid-mounted dry-desiccant dehydrator for lease use, using an alumina or silica gel compound as the drying agent. These adsorption-type units, operating on 6- to 12-hour cycles, proved very effective In dehydrating gas to the contract requirements and, by using automatic controls, were found to operate free of trouble The dehydrators were usually installed In conjunction with a conventional heater-separator hookup for pressure reduction and condensate recovery. An appreciable amount of the heavier hydrocarbons, however, was left In the sales gas in this manner.Increased liquid recovery was obtained when low- temperature separation units were developed about 10 years ago Although having as their prime function increased liquid recovery, these units are usually capable of dehydrating the gas to contract specification. At least 1,000 psr pressure differential across the expansion valve, however, is generally required for such units to perform economically and provide adequate dehydration This pressure-drop limitation restricts the application of these units to high-pressure fields and then often to only part of the reservoir lifeA demand existed, therefore, for a dehydration process which would not depend upon a pressure drop and would be capable of economically extracting part of the liquefiable hydrocarbons left after primary separation ,This demand has been a large factor in stimulating the development of the hydrocarbon-recovery unit and also in its ready acceptance by the industry.Recognition a few years ago that certain improved desiccants as used in dehydrators had the ability to adsorb hydrocarbons",,American Petroleum Institute
606,321142,,Complete Automation in Water Flooding,E.E. Clark(Phillips Petroleum Co.),,,,,,API-60-087,"Drilling and Production Practice, 1 January, New York, New York",1960,"During the past year, the major gaps have been closed in the automatic operation of one of the world's largest water floods The North Burbank Unit operators -the Phillips Petroleum Company - have added to old devices and developed a combination of new mechanical and electrical contrivances that permit the operations to continue essentially unattended, except for preventive maintenance, equipment failure, and major changes in conditions.Since the beginning of the pilot flood in 1951, raw water has been furnished to the unit automatically Now, crude-oil deliveries are being made on the basis of complete read-out data for any desired period of time -the percentage of BS W in oil being sold is being controlled, all major equipment falls safely, and automatic relief is provided, emergency situations are signaled to operating personnel; water is conditioned. clarified. and injected automatically. The tank batteries operate without the usual surface waste pits or ponds There is oil waste of hydrocarbons - even low-pressure gas is utilized. Wintertime operations continue by automatically draining water lines or filling them with clean oil . .Much has been written about the lease automatic custody transfer of oil , but little has been said about all the other ingenious devices that have contributed to reducing operating costs This paper attempts to cover the broader picture, as it applies to water flooding.INTRODUCTION.The North Burbank Unit is a cooperative water-flooding Enterprise of 15 oil companies and individual Phillips Petroleum Company is the operator of the project .At the beginning of the pilot flood of the North Burbank unit in 1951, Phillips designed and constructed a raw-water supply system with a capacity of 300,000 bbl per day Water is obtained from seven gravel-packed well located in the alluvium along the Arkansas River in Osage County, Oklahoma Deep-Well turbine pumps, driven through right-angle gears by single-cylinder 44,000-bbl surge tank. Control devices in the tank regulate the speed of the engines. Form the tank, water is boosted by four 450-hp Ingersoll-Rand engines and 2-stage centrifugal pumps to maintain a constant discharge pressure of 180 psr. The raw water is distributed through 7 miles of 30-in line to one of the largest water-flood areas of the world, involving 6 major water-flood projects .This water system, termed the Ark-Bukbank' water system, is also operated by Phillips North Burbank Unit personnel It is completely automatic One operator Spend 4 hours per day cleaning and checking the Entre equipment; it operates unattended for 20 hours Per day A telephone signal alarm system from the plants is tied into the overall NBU signal network, and a trouble-identification board facilitates repairs to malfunctioned equipment .From the ordinary equipment used in 1951 to inject water and to produce and sell the oil, the North Burbank Unit has grown into a mechanical giant that now produces and processes more than 23,000 bbl of oil and 165,000 bbl of water per day It injects 250,000 bbl of water daily .During the past year, the major gaps have been closed in automatic tank-battery operations",,American Petroleum Institute
607,321143,,Laboratory Investigation of Silicon Tetrachloride for Consolidation of Loose Sands,John K. Kerver(Humble Oil Refining Company)|Warren E. Holland(Humble Oil Refining Company),,,,,,API-60-094,"Drilling and Production Practice, 1 January, New York, New York",1960,"Difficulty is often encountered in producing oil from wells completed in unconsolidated sand formations because the loose sand becomes entrained in the produced fluid stream This paper describes the use of silicon tetrachloride to consolidate loose sand. An oil solution of silicon tetrachloride is injected into the unconsolidated sand formation and reacts with the interstitial water to form a siliceous bonding precipitate The resulting consolidate sand is strong and permeableLaboratory investigations showed that the quality of the consolidation was insensitive to changes in temperature, pressure, injection rate, type of sand, and nature of the water in contact with the sand. The optimum concentration range was defined. Maximum strength and permeability were obtained hen the sand was strongly water-met The consolidated sand remained stable to the flow of oil but deteriorated when subjected to the prolonged flow of hot water Chemical treatments were developed to enhance the stability.INTRODUCTIONThe movement of loose sand into the well bore of oil and gas wells has been a troublesome problem for many years. A number of techniques have been used to alleviate the sand problem These Include gravel packing, screens and liners , and various kinds of porous filters. Two disadvantages of these methods are the mechanical Difficulties in placing the equipment and the tendency for the materials to become plugged Furthermore, it is impractical to use them in conjunction with a new completion technique' and In dually completed wellsAnother method of preventing the entry of sand into the well bore is the consolidation of the loose sand adjacent to the well bore. The use of plastics as a consolidating agent was reported2,3,4a number of years ago Although sand control by the use of consolidating plastics has been successful and has found widespread use,5,6,7it does not provide the ultimate objectives of simplicity In treatment, universality of application, and cheapness of cost which are desirable The work described in this paper was undertaken in an attempt to perfect a simple , low-cost composition and technique for the instantaneous consolidation of loose sand without regard to formation temperature or other formation .characteristics The chemical selected for investigation was silicon tetrachloride, because it reacts instantaneously with water to form a siliceous cementing material Several factors have been investigated to develop a suitable method of applying the silicon tetrachloride and to investigate the stability of the consolidated sand.The treatment of formations with silicon tetrachloride was first discussed in the literature more than 20 years ago8,9,10At that time, It was proposed as a method to selectively plug water-producing formations. to prevent sloughing of shale, and to block the production of sand The method was tested in oil fields to shut off water; however, it has not become commercially applicable for consolidating reservoir sand, even though it has been used to consolidate sand in the laboratory11In recent years, factors which might affect the use of this chemical in the consolidation of sand have become better understood",,American Petroleum Institute
608,321144,,Slim-Hole Completions Reduce Development Costs,James G. Bonsall(Hudson's bay Oil and Gas Company Limited. Edmonton Alberta Canada),,,,,,API-60-102,"Drilling and Production Practice, 1 January, New York, New York",1960,"Slim-hole completions reduce well costs 35 percent, based on 36 wells completed by Hudson?s Bay Oil and Gas Company Limited at 2,600 ft. to 6,900 ft. in Pembina Field The slim holes (2875-in tubing in 6.25-in. hole) have been produced in all the conventional manners: pumping, intermittent (stop-cock) flow, and plunger lift. Associated dual completions, where two strings of 2.872-in pipe are cemented side by side in the same hole, have also been made The drilling costs are equivalent to those for regular-size holes; the savings come in materials The completion technique and some producing practices are described.INTRODUCTIONAs the boundaries of the Pembina Field extended, Hudson?s Bay Oil and Gas Company Limited became burdened with fringe leases whose marginal reserves were rendered uneconomical through the use of conventional completion methods. To investigate other avenues, a 2-well experimental program was launched in the fall of 1956. The purpose was to evaluate the feasibility of slim-hole drilling and completion The experimental program entailed cementing 2 7/8-in. tubing in 6 &frac14; -in. holeThe result of these two experimental wells were sufficiently rewarding that a technique evolved for the drilling and completion of all future wells in the Pembina fields where water of free gas is no particular problem. Thirty-six wells have been completed to date using the slim-hole technique, with depths varying from 2,600 ft. to 6,900 ft.Experience to date has proved that no particular saving can be realized in the drilling phase. At the time locations came up, rigs equipped for slim-hole work were not readily available and contractors were bidding equivalent rates for slim holes and conventional holes. Therefore, consideration of the drilling phase has been omitted from this paper with discussion confined to completion technique, producing practices, and some related experiencespaper three wells have been completed on this manner; and not only are cost savings realized, but there is a definite operational advantage over conventional dual-zone completionsDISCUSSIONWell ProgramA typical well program for a slim-hole completion in the Cardium sand would be as follows (see Fig 1)Drill sufficient 9 7/8 -in hole to set 450 ft. of 7-in surface casingDrill 6 &frac14; -in, hole to the top of the Cardium sand.Cut a 50-ft diamond core with 5 &frac12;- in bitReam the rat hole with 6 &frac14; -in bit and deepen the hole required depth , ie sufficient hole to permit setting the float shoe approximately 50 ft. below the anticipated bottom perforationRun the production string of 2 7/8-in tubing with 4 &frac12; -in. float shoe, 4 &frac12;-in X 2 7/8- in swage, 10-ft pup joint-open friction-type pump seating nipple on the string approximately 100ft above the payCement with sufficient volume to bring the cement top 200 ft. into the surface casing, displacing the wiper plug with 1 bbl of oil, 250 gal of acid, and the remainder oilAfter 6 hours waiting-on-cement time, bleed off pressure and head up .",,American Petroleum Institute
609,321145,,Dynamic Loads in Sucker Rods,Joseph R. Norton(Oklahoma State University. Stillwater Okla),,,,,,API-60-108,"Drilling and Production Practice, 1 January, New York, New York",1960,"The relative significance of the various well elements In determining the dynamic load on the sucker rods was evaluated by a lumped-parameter analysis, and the rod string was then analyzed as a distributed system to determine the loads and velocities throughout the length of the string . The equations derived were programmed for an IBM 650 computer for calculating loads on both the upstroke and downstroke, and the static and coulomb friction loads were added to the dynamic loads. The effects of varying pumping speed, length of stroke, viscosity, net lift , and friction and specific gravity were computed by means of the program. The polished-rod load increases exponentially with increasing speed and linearly with Increasing stroke length. Low-viscosity fluids have little effect on the load, but as the viscosity approaches 10-2, the load increases rapidly . Both the dynamic and total loads increase slightly with net lift . friction affects primarily the static load, and specific gravity affects primarily the dynamic load. The measured load for 33 wells is within 10 percent of the calculated load for 30 of the cases.INTRODUCTIONOver the years considerable effort has been devoted toward a better understanding of the nature of sucker-rod pumping. This problem was investigated by CoberlylMills2Kemler,3Slonneger,4and other during the 30's and 40's. Since World War I1 the trend has been to extend the lumped-parameter analytical approach by considering the rods, fluid, and tubing as continuous or distributed systems This approach under the directions of Howe5and Kemler has led to a set of equations considered to be beyond analytical solution. These investigations , together with Halderson,6been instrumental in the present impetus toward simulation and analog solutionsIn the lumped-parameter method of analysis the entire mass of the element is assumed to be concentrated at a point, and the elastic effects are assumed to be in a massless spring connecting the mass and the driving element The continuous or distributed method of analysis assumes the mass and elasticity to be uniformly distributed throughout-the element.It is generally recognized that a complete analysis must consider the surface equipment , the rod string, fluid column , tubing , and bottom-hole pump. To make an analysis which would consider all these elements requires that the nature of the various elements must be known or characteristics. An objective of this paper is to determine the characteristics of the rods Another objective is to determine the relative importance of other well elements In contributing to the load on the rods. Realization of these objectives would, of course, only be another step toward a more complete analysis where consideration would be given to the surface equipment as well as subsurface equipment. It should be noted, however, that the rods are the most significant of the well elements in determining the nature of the overall system.The primary emphasis of this paper is to investigate the dynamic loads in the rods",,American Petroleum Institute
610,321146,,Progress in the Use of Plastics in Petroleum Production,R.L. Mcglasson(Continental Oil Co.)|W.D. Greathouse(Continental Oil Co.),,,,,,API-60-117,"Drilling and Production Practice, 1 January, New York, New York",1960,"This paper discusses some laboratory and filed-test data obtained in the past two years on the three major types of plastic piping materials - extruded plastics, glass-reinforced plastics (GRP), and plastic coatingsIt discusses a chemical deterioration problem encountered with polyvinyl chloride (PVC), one of the major extruded pipe materials. A corrosion inhibitor was found to be concentrating on the walls of the pipe. The inhibition diluents was quite destructive to the PVC in this concentration, and numerous premature failures resulted. The paper also describes some trials field installations of a rigid polyethylene pipe. Some of the advantages of this over other available extruded plastics are presentedThe results of some field tests of GRP line pipe, Tubing, and tanks are given. Cost comparisons between GRP and other pipe corrosion-control methods are given To illustrate one of the major limitations of GRP. Some basic weaknesses of available tank materials are discussed.A large number of laboratory chemical-resistance tests of coatings are reported. These tests cover a wide variety of types and brands Coatings were tested for resistance to sulfide waters at 120 F. and 4,000-psr pressure. Some caliper data are given which illustrate a basic weakness of using coatings for internal, tubing protection.INTRODUCTIONIn an earlier API paper,1some of the progress that have been made in the use of plastics in petroleum production was discussed. Included in that discussion were the improvements that had been made in mechanical properties, availability of data on properties,2and-probably most important- the improved engineering and installation know-how that had developed since the introduction of plastics in 1949. The paper included mechanical-property data on extruded plastics and glass-reinforced plastics available at that time, as well as some limited amount of data on extruded plastics coatings. In general the paper pointed up two rules than must be followed in using plastics to much more rigid degree than when steel is used :Know the significant mechanical and chemical characteristics of the plastic to be usedKnow, with some degree of precision, the conditions to which it is to be subjected.More recent developments in terms of properties of old products, the introduction of new materials, and engineering philosophy are presented herein on the three major categories of piping plastics -extruded plastics, glass-reinforced plastics, and plastic coatings. An unusual chemical deterioration of one of the commonly monly use extrudes, PVC is discussed. Aside from the value of the significant details of this particular problem, it points out another important rule for thecontinued successful use ofplastics :When failures occur under conditions that should not cause failure, every effort must be made to define the cause of the particular problem.All too frequently in the past , unexpected failures Have been passed of with the all-inclusive negation, Plastics just won?t work in this area. The details of two successful trial field installations of a relatively new extruded plastic, rigid polyethylene, are described.",,American Petroleum Institute
